Time,rot_x,rot_y,rot_z,a_x,a_y,a_z,hpa,stat
000131.8098,-2044.,29.000,-46.00,-17.66,-30.37,28.375,,
000131.8933,,,,,,,1012.12,14.24
000131.9471,-2045.,38.000,-29.00,17.339,-35.37,-12.62,,
000132.0306,,,,,,,1012.14,14.24
000132.0844,-2051.,30.000,-31.00,25.339,30.625,-50.62,,
000132.1706,,,,,,,1012.13,14.23
000132.2217,-2052.,28.000,-32.00,-19.66,-23.37,53.375,,
000132.3051,,,,,,,1012.12,14.23
000132.3590,-2053.,36.000,-13.00,17.339,-68.37,37.375,,
000132.4424,,,,,,,1012.11,14.23
000132.4962,-2058.,36.000,-15.00,-2.660,4.6250,-29.62,,
000132.5797,,,,,,,1012.15,14.24
000132.6374,-2053.,26.000,-27.00,-2.660,-17.37,17.375,,
000132.7170,,,,,,,1012.14,14.23
000132.7708,-2056.,40.000,-37.00,3.3399,5.6250,30.375,,
000132.8543,,,,,,,1012.13,14.23
000132.9081,-2054.,36.000,-30.00,5.3399,-46.37,15.375,,
000132.9915,,,,,,,1012.12,14.23
000133.0454,-2039.,24.000,-25.00,-11.66,-9.375,-17.62,,
000133.1288,,,,,,,1012.15,14.24
000133.1865,-2045.,18.000,-35.00,19.339,24.625,7.3750,,
000133.2661,,,,,,,1012.12,14.23
000133.3199,-2056.,36.000,-21.00,16.339,-15.37,-15.62,,
000133.4034,,,,,,,1012.13,14.23
000133.4572,-2050.,27.000,-36.00,28.339,-23.37,-8.625,,
000133.5406,,,,,,,1012.16,14.24
000133.5945,-2053.,34.000,-34.00,0.3399,-35.37,-6.625,,
000133.6792,,,,,,,1012.16,14.23
000133.7689,-2058.,45.000,-18.00,4.3399,-15.37,16.375,,
000133.8226,,,,,,,1012.12,14.23
000133.8764,-2060.,38.000,-38.00,11.339,11.625,-30.62,,
000133.9597,,,,,,,1012.15,14.23
000134.0136,-2055.,24.000,-28.00,-11.66,-48.37,20.375,,
000134.0970,,,,,,,1012.16,14.24
000134.1509,-2050.,33.000,-17.00,-2.660,-13.37,31.375,,
000134.2487,,,,,,,1012.18,14.24
000134.2884,-2054.,39.000,-31.00,-34.66,-10.37,22.375,,
000134.3716,,,,,,,1012.16,14.24
000134.4254,-2054.,32.000,-36.00,-32.66,4.6250,-37.62,,
000134.5089,,,,,,,1012.17,14.25
000134.5627,-2053.,26.000,-20.00,8.3399,-16.37,15.375,,
000134.6461,,,,,,,1012.20,14.24
000134.7000,-2056.,39.000,-21.00,18.339,-64.37,6.3750,,
000134.7862,,,,,,,1012.17,14.24
000134.8373,-2052.,40.000,-21.00,-29.66,-19.37,-33.62,,
000134.9207,,,,,,,1012.16,14.24
000134.9745,-2054.,27.000,-18.00,2.3399,12.625,-12.62,,
000135.0580,,,,,,,1012.20,14.25
000135.1118,-2046.,30.000,-39.00,17.339,4.6250,19.375,,
000135.1953,,,,,,,1012.18,14.24
000135.2491,-2049.,40.000,-15.00,21.339,-40.37,32.375,,
000135.3353,,,,,,,1012.18,14.24
000135.3864,-2042.,38.000,-29.00,-16.66,-0.375,-12.62,,
000135.4698,,,,,,,1012.13,14.23
000135.5237,-2051.,26.000,-27.00,-19.66,30.625,-5.625,,
000135.6071,,,,,,,1012.15,14.24
000135.6609,-2054.,30.000,-32.00,-4.660,-20.37,19.375,,
000135.7444,,,,,,,1012.18,14.25
000135.7982,-2051.,44.000,-46.00,27.339,-48.37,7.3750,,
000135.8844,,,,,,,1012.17,14.25
000135.9355,-2051.,34.000,-11.00,-16.66,-25.37,-15.62,,
000136.0202,,,,,,,1012.17,14.24
000136.0728,-2052.,29.000,-26.00,0.3399,10.625,-11.62,,
000136.1562,,,,,,,1012.20,14.26
000136.2101,-2052.,41.000,-47.00,9.3399,6.6250,20.375,,
000136.2935,,,,,,,1012.14,14.25
000136.3473,-2049.,33.000,-54.00,4.3399,-51.37,5.3750,,
000136.4335,,,,,,,1012.16,14.24
000136.4846,-2051.,32.000,-23.00,-2.660,-55.37,25.375,,
000136.5681,,,,,,,1012.16,14.24
000136.6219,-2047.,34.000,-12.00,20.339,22.625,-14.62,,
000136.7053,,,,,,,1012.19,14.26
000136.7592,-2060.,37.000,-49.00,26.339,18.625,28.375,,
000136.8426,,,,,,,1012.18,14.25
000136.8964,-2052.,33.000,-35.00,-5.660,-66.37,-31.62,,
000136.9766,,,,,,,1012.20,14.25
000137.0339,-2050.,37.000,-8.000,-17.66,-30.37,3.3750,,
000137.1172,,,,,,,1012.20,14.25
000137.1710,-2052.,39.000,-21.00,11.339,39.625,20.375,,
000137.2545,,,,,,,1012.19,14.25
000137.3083,-2054.,36.000,-41.00,-12.66,8.6250,19.375,,
000137.3917,,,,,,,1012.17,14.24
000137.4495,-2057.,28.000,-33.00,-4.660,-68.37,-7.625,,
000137.5290,,,,,,,1012.15,14.25
000137.5829,-2053.,32.000,-5.000,13.339,-81.37,15.375,,
000137.6663,,,,,,,1012.16,14.25
000137.7201,-2057.,39.000,-16.00,21.339,9.6250,8.3750,,
000137.8036,,,,,,,1012.19,14.25
000137.8574,-2055.,41.000,-34.00,7.3399,14.625,-2.625,,
000137.9409,,,,,,,1012.16,14.24
000137.9986,-2045.,32.000,-30.00,-22.66,-34.37,8.3750,,
000138.0781,,,,,,,1012.15,14.25
000138.1320,-2049.,40.000,-28.00,18.339,-66.37,19.375,,
000138.2154,,,,,,,1012.18,14.25
000138.2693,-2047.,35.000,-25.00,2.3399,-5.375,-13.62,,
000138.3527,,,,,,,1012.17,14.26
000138.4066,-2049.,42.000,-32.00,-11.66,10.625,-41.62,,
000138.5679,,,,,,,1012.13,14.25
000138.5873,-2055.,31.000,-41.00,0.3399,-48.37,21.375,,
000138.6492,,,,,,,1012.15,14.26
000138.7031,-2058.,39.000,-38.00,30.339,-54.37,23.375,,
000138.7865,,,,,,,1012.15,14.25
000138.8403,-2057.,35.000,-21.00,-15.66,-20.37,-15.62,,
000138.9238,,,,,,,1012.16,14.25
000138.9776,-2055.,28.000,-34.00,-1.660,-1.375,-16.62,,
000139.0638,,,,,,,1012.18,14.25
000139.1149,-2053.,43.000,-33.00,9.3399,5.6250,26.375,,
000139.1983,,,,,,,1012.16,14.25
000139.2522,-2055.,30.000,-29.00,7.3399,-59.37,0.3750,,
000139.3356,,,,,,,1012.19,14.25
000139.3895,-2045.,31.000,-10.00,-21.66,-12.37,0.3750,,
000139.4729,,,,,,,1012.17,14.26
000139.5267,-2049.,21.000,-25.00,31.339,16.625,-15.62,,
000139.6129,,,,,,,1012.22,14.26
000139.6640,-2045.,26.000,-31.00,-24.66,-14.37,8.3750,,
000139.7474,,,,,,,1012.17,14.26
000139.8013,-2046.,29.000,-39.00,-17.66,-26.37,-1.625,,
000139.8847,,,,,,,1012.16,14.25
000139.9386,-2052.,37.000,-16.00,6.3399,-64.37,7.3750,,
000140.0220,,,,,,,1012.20,14.26
000140.0759,-2053.,40.000,-35.00,9.3399,14.625,-5.625,,
000140.1621,,,,,,,1012.13,14.25
000140.2131,-2049.,33.000,-43.00,8.3399,6.6250,26.375,,
000140.2966,,,,,,,1012.15,14.25
000140.3504,-2051.,36.000,-24.00,27.339,-53.37,9.3750,,
000140.4338,,,,,,,1012.21,14.26
000140.4877,-2048.,34.000,-20.00,-13.66,-21.37,-35.62,,
000140.5711,,,,,,,1012.16,14.25
000140.6250,-2046.,36.000,-26.00,11.339,22.625,3.3750,,
000140.7112,,,,,,,1012.19,14.26
000140.7622,-2045.,30.000,-32.00,-4.660,-2.375,14.375,,
000140.8457,,,,,,,1012.17,14.26
000140.9641,-2053.,34.000,-25.00,5.3399,-44.37,33.375,,
000141.0178,,,,,,,1012.20,14.26
000141.0716,-2042.,31.000,-21.00,-8.660,1.6250,20.375,,
000141.1550,,,,,,,1012.19,14.26
000141.2089,-2051.,43.000,-22.00,11.339,17.625,10.375,,
000141.2951,,,,,,,1012.15,14.26
000141.3462,-2048.,33.000,-33.00,0.3399,1.6250,26.375,,
000141.4296,,,,,,,1012.17,14.26
000141.4835,-2056.,33.000,-30.00,-37.66,-66.37,-19.62,,
000141.5669,,,,,,,1012.18,14.26
000141.6207,-2044.,36.000,-6.000,-19.66,-33.37,-28.62,,
000141.7042,,,,,,,1012.18,14.26
000141.7619,-2053.,35.000,-34.00,-7.660,5.6250,14.375,,
000141.8414,,,,,,,1012.18,14.25
000141.8953,-2047.,35.000,-40.00,-9.660,-4.375,-39.62,,
000141.9787,,,,,,,1012.17,14.26
000142.0326,-2044.,30.000,-20.00,15.339,-26.37,3.3750,,
000142.1160,,,,,,,1012.15,14.26
000142.1698,-2048.,39.000,-29.00,38.339,-26.37,33.375,,
000142.2533,,,,,,,1012.20,14.26
000142.3179,-2047.,35.000,-31.00,10.339,19.625,10.375,,
000142.3907,,,,,,,1012.18,14.26
000142.4444,-2054.,35.000,-35.00,-12.66,-35.37,4.3750,,
000142.5278,,,,,,,1012.18,14.26
000142.5817,-2055.,29.000,-25.00,23.339,-17.37,15.375,,
000142.6651,,,,,,,1012.14,14.26
000142.7190,-2051.,34.000,-23.00,10.339,-23.37,2.3750,,
000142.8024,,,,,,,1012.19,14.27
000142.8723,-2053.,35.000,-28.00,-8.660,16.625,-41.62,,
000142.9397,,,,,,,1012.14,14.26
000142.9935,-2049.,30.000,-22.00,6.3399,-17.37,-2.625,,
000143.0770,,,,,,,1012.15,14.25
000143.1308,-2051.,37.000,-29.00,20.339,-10.37,49.375,,
000143.2142,,,,,,,1012.13,14.25
000143.2681,-2051.,37.000,-28.00,-16.66,-42.37,30.375,,
000143.3556,,,,,,,1012.14,14.26
000143.4053,-2055.,23.000,-36.00,-21.66,-27.37,-24.62,,
000143.4888,,,,,,,1012.15,14.26
000143.5426,-2053.,41.000,-27.00,11.339,15.625,35.375,,
000143.6261,,,,,,,1012.18,14.27
000143.6799,-2050.,35.000,-40.00,2.3399,-17.37,10.375,,
000143.7634,,,,,,,1012.15,14.26
000143.8172,-2046.,39.000,-24.00,36.339,-30.37,4.3750,,
000143.9034,,,,,,,1012.17,14.27
000143.9545,-2057.,32.000,-29.00,-10.66,9.6250,6.3750,,
000144.0379,,,,,,,1012.15,14.26
000144.0918,-2059.,35.000,-21.00,10.339,17.625,-29.62,,
000144.1752,,,,,,,1012.17,14.27
000144.2291,-2051.,31.000,-28.00,-24.66,-30.37,13.375,,
000144.3125,,,,,,,1012.18,14.27
000144.3663,-2046.,21.000,-32.00,-26.66,-19.37,6.3750,,
000144.4525,,,,,,,1012.15,14.26
000144.5036,-2053.,34.000,-29.00,-25.66,-53.37,1.3750,,
000144.5870,,,,,,,1012.15,14.26
000144.6409,-2050.,39.000,-34.00,0.3399,-26.37,-24.62,,
000144.7243,,,,,,,1012.13,14.26
000144.7782,-2053.,32.000,-27.00,2.3399,-19.37,-4.625,,
000144.8616,,,,,,,1012.14,14.26
000144.9154,-2052.,28.000,-28.00,37.339,-8.375,-2.625,,
000145.0016,,,,,,,1012.16,14.26
000145.0527,-2059.,18.000,-28.00,27.339,-8.375,15.375,,
000145.1362,,,,,,,1012.16,14.26
000145.1900,-2046.,34.000,-31.00,5.3399,-3.375,-6.625,,
000145.2734,,,,,,,1012.14,14.26
000145.3273,-2052.,40.000,-22.00,22.339,14.625,12.375,,
000145.4107,,,,,,,1012.18,14.28
000145.4646,-2054.,34.000,-31.00,2.3399,-16.37,44.375,,
000145.5508,,,,,,,1012.18,14.27
000145.6018,-2054.,34.000,-20.00,-32.66,-73.37,32.375,,
000145.6853,,,,,,,1012.18,14.27
000145.8048,-2047.,33.000,-24.00,2.3399,-37.37,-0.625,,
000145.8597,,,,,,,1012.17,14.27
000145.9122,-2053.,29.000,-40.00,-9.660,29.625,-29.62,,
000145.9957,,,,,,,1012.15,14.26
000146.0534,-2050.,27.000,-30.00,25.339,-10.37,6.3750,,
000146.1330,,,,,,,1012.18,14.27
000146.1868,-2053.,35.000,-27.00,13.339,-52.37,30.375,,
000146.2702,,,,,,,1012.16,14.27
000146.3241,-2046.,38.000,-26.00,6.3399,-41.37,33.375,,
000146.4075,,,,,,,1012.15,14.27
000146.4614,-2049.,27.000,-37.00,10.339,-5.375,26.375,,
000146.5448,,,,,,,1012.12,14.25
000146.6026,-2046.,37.000,-36.00,-11.66,-23.37,14.375,,
000146.6821,,,,,,,1012.14,14.27
000146.7359,-2048.,38.000,-26.00,0.3399,-7.375,-2.625,,
000146.8194,,,,,,,1012.15,14.26
000146.8732,-2049.,33.000,-21.00,2.3399,-36.37,3.3750,,
000146.9566,,,,,,,1012.16,14.27
000147.0105,-2051.,26.000,-43.00,13.339,4.6250,22.375,,
000147.0939,,,,,,,1012.16,14.26
000147.1639,-2046.,35.000,-34.00,17.339,-36.37,9.3750,,
000147.2312,,,,,,,1012.17,14.27
000147.2850,-2044.,27.000,-45.00,-24.66,-20.37,-9.625,,
000147.3685,,,,,,,1012.17,14.28
000147.4223,-2053.,30.000,-28.00,-14.66,-25.37,30.375,,
000147.5058,,,,,,,1012.14,14.27
000147.5596,-2051.,38.000,-40.00,0.3399,-13.37,5.3750,,
000147.6458,,,,,,,1012.14,14.27
000147.6968,-2047.,41.000,-24.00,5.3399,-46.37,5.3750,,
000147.7803,,,,,,,1012.16,14.27
000147.8342,-2052.,27.000,-14.00,-14.66,-48.37,1.3750,,
000147.9176,,,,,,,1012.18,14.27
000147.9715,-2056.,35.000,-20.00,30.339,-23.37,18.375,,
000148.0549,,,,,,,1012.17,14.27
000148.1734,-2052.,27.000,-23.00,-6.660,-25.37,3.3750,,
000148.2298,,,,,,,1012.16,14.26
000148.2809,-2049.,33.000,-29.00,14.339,-43.37,-37.62,,
000148.3643,,,,,,,1012.13,14.27
000148.4182,-2050.,34.000,-33.00,14.339,-16.37,28.375,,
000148.5016,,,,,,,1012.16,14.28
000148.5554,-2050.,33.000,-30.00,15.339,-16.37,19.375,,
000148.6389,,,,,,,1012.18,14.26
000148.6927,-2045.,32.000,-36.00,-3.660,23.625,-13.62,,
000148.7789,,,,,,,1012.17,14.28
000148.8300,-2049.,35.000,-34.00,-3.660,-34.37,-18.62,,
000148.9134,,,,,,,1012.18,14.28
000148.9673,-2053.,42.000,-27.00,3.3399,-18.37,22.375,,
000149.0507,,,,,,,1012.17,14.27
000149.1046,-2047.,38.000,-17.00,18.339,-17.37,-17.62,,
000149.1880,,,,,,,1012.15,14.27
000149.2418,-2049.,23.000,-15.00,-4.660,3.6250,-43.62,,
000149.3280,,,,,,,1012.16,14.27
000149.3791,-2049.,32.000,-32.00,7.3399,-33.37,27.375,,
000149.4625,,,,,,,1012.13,14.26
000149.5164,-2050.,33.000,-38.00,38.339,-59.37,13.375,,
000149.5998,,,,,,,1012.17,14.27
000149.6537,-2052.,40.000,-28.00,7.3399,-20.37,9.3750,,
000149.7371,,,,,,,1012.13,14.27
000149.7909,-2051.,25.000,-26.00,3.3399,-11.37,3.3750,,
000149.8772,,,,,,,1012.15,14.27
000149.9282,-2044.,33.000,-35.00,7.3399,-32.37,-5.625,,
000150.0117,,,,,,,1012.15,14.27
000150.0655,-2059.,34.000,-25.00,3.3399,-66.37,-17.62,,
000150.1490,,,,,,,1012.17,14.28
000150.2028,-2049.,38.000,-34.00,-8.660,-43.37,21.375,,
000150.2862,,,,,,,1012.16,14.27
000150.3446,-2048.,34.000,-24.00,10.339,15.625,26.375,,
000150.4235,,,,,,,1012.17,14.27
000150.5379,-2051.,32.000,-28.00,-8.660,-6.375,-0.625,,
000150.5914,,,,,,,1012.12,14.27
000150.6459,-2049.,32.000,-28.00,-3.660,-38.37,21.375,,
000150.7287,,,,,,,1012.17,14.28
000150.7832,-2046.,33.000,-24.00,12.339,-39.37,18.375,,
000150.8660,,,,,,,1012.14,14.28
000150.9303,-2054.,118.00,-24.00,7.3399,-7.375,-25.62,,
000151.0034,,,,,,,1012.18,14.28
000151.0571,-2041.,14.000,-37.00,-21.66,-19.37,-5.625,,
000151.1405,,,,,,,1012.13,14.27
000151.1944,-2051.,36.000,-26.00,-26.66,-16.37,19.375,,
000151.2778,,,,,,,1012.17,14.28
000151.3317,-2044.,34.000,-21.00,-4.660,-4.375,-0.625,,
000151.4151,,,,,,,1012.17,14.27
000151.4850,-2043.,32.000,-31.00,-10.66,-28.37,-12.62,,
000151.5524,,,,,,,1012.17,14.27
000151.6062,-2042.,39.000,-32.00,16.339,-2.375,-14.62,,
000151.6896,,,,,,,1012.17,14.29
000151.7435,-2058.,35.000,-36.00,-14.66,-20.37,-4.625,,
000151.8269,,,,,,,1012.17,14.28
000151.8808,-2049.,42.000,-17.00,11.339,-13.37,-22.62,,
000151.9670,,,,,,,1012.14,14.28
000152.0181,-2047.,28.000,-22.00,10.339,1.6250,0.3750,,
000152.1015,,,,,,,1012.15,14.28
000152.1553,-2063.,40.000,-27.00,-25.66,-1.375,9.3750,,
000152.2388,,,,,,,1012.16,14.28
000152.2926,-2054.,27.000,-26.00,9.3399,-41.37,2.3750,,
000152.3761,,,,,,,1012.16,14.28
000152.4298,-2044.,35.000,-27.00,4.3399,-20.37,-11.62,,
000152.5161,,,,,,,1012.16,14.28
000152.5672,-2044.,38.000,-27.00,17.339,2.6250,-17.62,,
000152.6519,,,,,,,1012.15,14.28
000152.7045,-2046.,33.000,-27.00,-5.660,15.625,-10.62,,
000152.7879,,,,,,,1012.16,14.27
000152.8417,-2049.,34.000,-29.00,6.3399,-51.37,7.3750,,
000152.9252,,,,,,,1012.16,14.27
000152.9790,-2051.,30.000,-30.00,-18.66,-26.37,7.3750,,
000153.0652,,,,,,,1012.15,14.28
000153.1163,-2050.,39.000,-11.00,-10.66,10.625,3.3750,,
000153.1997,,,,,,,1012.17,14.29
000153.2536,-2042.,42.000,-25.00,20.339,-29.37,16.375,,
000153.3370,,,,,,,1012.17,14.28
000153.3908,-2060.,35.000,-40.00,4.3399,-4.375,14.375,,
000153.4743,,,,,,,1012.19,14.28
000153.5281,-2048.,29.000,-23.00,8.3399,-37.37,11.375,,
000153.6143,,,,,,,1012.20,14.29
000153.6654,-2049.,32.000,-26.00,9.3399,-36.37,21.375,,
000153.7488,,,,,,,1012.15,14.28
000153.8027,-2055.,34.000,-32.00,25.339,-11.37,-24.62,,
000153.8861,,,,,,,1012.17,14.28
000153.9400,-2053.,40.000,-25.00,-12.66,14.625,-17.62,,
000154.0234,,,,,,,1012.14,14.27
000154.0773,-2051.,19.000,-43.00,6.3399,-44.37,27.375,,
000154.1634,,,,,,,1012.15,14.28
000154.2145,-2052.,37.000,-24.00,35.339,-22.37,3.3750,,
000154.2980,,,,,,,1012.16,14.28
000154.3518,-2051.,45.000,-25.00,13.339,-21.37,-16.62,,
000154.4352,,,,,,,1012.16,14.29
000154.4891,-2048.,27.000,-39.00,-0.660,-12.37,-20.62,,
000154.5725,,,,,,,1012.15,14.28
000154.6263,-2053.,26.000,-52.00,-9.660,-22.37,36.375,,
000154.7065,,,,,,,1012.15,14.29
000154.7639,-2056.,38.000,-26.00,-8.660,-49.37,-23.62,,
000154.8471,,,,,,,1012.16,14.29
000154.9009,-2050.,40.000,-16.00,-0.660,-35.37,-1.625,,
000154.9844,,,,,,,1012.16,14.28
000155.0382,-2051.,22.000,-24.00,-33.66,27.625,-39.62,,
000155.1216,,,,,,,1012.17,14.28
000155.2446,-2048.,37.000,-39.00,-30.66,-19.37,-1.625,,
000155.2982,,,,,,,1012.18,14.29
000155.3520,-2054.,33.000,-33.00,-32.66,-52.37,8.3750,,
000155.4355,,,,,,,1012.21,14.29
000155.4893,-2048.,32.000,-8.000,-49.66,-41.37,-16.62,,
000155.5727,,,,,,,1012.17,14.28
000155.6266,-2046.,34.000,-28.00,-14.66,34.625,-3.625,,
000155.7100,,,,,,,1012.15,14.29
000155.7799,-2054.,41.000,-30.00,5.3399,0.6250,-5.625,,
000155.8473,,,,,,,1012.16,14.28
000155.9011,-2051.,31.000,-25.00,-30.66,-63.37,-21.62,,
000155.9846,,,,,,,1012.14,14.28
000156.0384,-2036.,33.000,-22.00,8.3399,-24.37,13.375,,
000156.1219,,,,,,,1012.14,14.29
000156.1757,-2050.,44.000,-32.00,30.339,-1.375,24.375,,
000156.2619,,,,,,,1012.14,14.29
000156.3130,-2059.,35.000,-26.00,-8.660,-4.375,-22.62,,
000156.3964,,,,,,,1012.14,14.28
000156.4503,-2057.,28.000,-19.00,4.3399,-35.37,-23.62,,
000156.5337,,,,,,,1012.15,14.29
000156.5876,-2052.,31.000,-18.00,12.339,-13.37,3.3750,,
000156.6710,,,,,,,1012.17,14.29
000156.7248,-2049.,46.000,-23.00,-6.660,2.6250,-7.625,,
000156.8110,,,,,,,1012.16,14.29
000156.8621,-2063.,102.00,-25.00,8.3399,-22.37,-36.62,,
000156.9455,,,,,,,1012.14,14.28
000156.9994,-2054.,14.000,-23.00,4.3399,-25.37,-0.625,,
000157.0828,,,,,,,1012.17,14.30
000157.1367,-2050.,51.000,-24.00,-1.660,-35.37,15.375,,
000157.2201,,,,,,,1012.15,14.29
000157.2739,-2059.,41.000,-17.00,10.339,10.625,-20.62,,
000157.3601,,,,,,,1012.13,14.28
000157.4112,-2052.,28.000,-39.00,4.3399,11.625,10.375,,
000157.4947,,,,,,,1012.16,14.29
000157.6103,-2047.,44.000,-27.00,4.3399,-55.37,15.375,,
000157.6640,,,,,,,1012.14,14.29
000157.7178,-2054.,34.000,-18.00,13.339,-47.37,6.3750,,
000157.8012,,,,,,,1012.13,14.29
000157.8551,-2046.,30.000,-22.00,-8.660,-25.37,-12.62,,
000157.9413,,,,,,,1012.14,14.29
000157.9923,-2054.,27.000,-27.00,7.3399,12.625,0.3750,,
000158.0758,,,,,,,1012.15,14.29
000158.1296,-2050.,31.000,-30.00,1.3399,-56.37,31.375,,
000158.2131,,,,,,,1012.17,14.30
000158.2669,-2053.,37.000,-28.00,-27.66,-32.37,-22.62,,
000158.3504,,,,,,,1012.14,14.28
000158.4042,-2041.,26.000,-21.00,0.3399,3.6250,2.3750,,
000158.4904,,,,,,,1012.16,14.29
000158.5421,-2054.,41.000,-35.00,11.339,5.6250,-11.62,,
000158.6249,,,,,,,1012.14,14.29
000158.6794,-2052.,29.000,-29.00,-3.660,-6.375,-27.62,,
000158.7622,,,,,,,1012.17,14.29
000158.8166,-2054.,30.000,-29.00,-25.66,-33.37,0.3750,,
000158.8995,,,,,,,1012.16,14.30
000158.9539,-2049.,33.000,-19.00,12.339,-38.37,-2.625,,
000159.0395,,,,,,,1012.17,14.30
000159.0935,-2051.,31.000,-21.00,3.3399,-0.375,29.375,,
000159.1740,,,,,,,1012.14,14.29
000159.2279,-2049.,36.000,-34.00,-17.66,-20.37,9.3750,,
000159.3113,,,,,,,1012.14,14.29
000159.3652,-2044.,31.000,-27.00,-11.66,-58.37,-27.62,,
000159.4486,,,,,,,1012.16,14.30
000159.5141,-2052.,29.000,-26.00,-12.66,6.6250,-9.625,,
000159.5860,,,,,,,1012.17,14.29
000159.7086,-2051.,32.000,-40.00,28.339,0.6250,13.375,,
000159.7622,,,,,,,1012.16,14.29
000159.8160,-2053.,39.000,-28.00,0.3399,-75.37,-30.62,,
000159.8995,,,,,,,1012.15,14.29
000159.9533,-2054.,30.000,-21.00,3.3399,-34.37,35.375,,
000200.0368,,,,,,,1012.12,14.29
000200.1067,-2052.,24.000,-23.00,31.339,-1.375,-6.625,,
000200.1740,,,,,,,1012.15,14.29
000200.2279,-2054.,37.000,-32.00,-29.66,-0.375,-10.62,,
000200.3113,,,,,,,1012.18,14.30
000200.3652,-2052.,35.000,-36.00,-22.66,-31.37,-5.625,,
000200.4486,,,,,,,1012.13,14.29
000200.5025,-2047.,28.000,-28.00,13.339,-42.37,13.375,,
000200.5859,,,,,,,1012.13,14.29
000200.6435,-2050.,35.000,-21.00,-26.66,15.625,13.375,,
000200.7231,,,,,,,1012.15,14.29
000200.7770,-2057.,39.000,-25.00,-31.66,-11.37,-42.62,,
000200.8604,,,,,,,1012.15,14.29
000200.9143,-2053.,31.000,-24.00,12.339,-58.37,15.375,,
000200.9977,,,,,,,1012.14,14.29
000201.0516,-2054.,35.000,-23.00,9.3399,-7.375,23.375,,
000201.1377,,,,,,,1012.20,14.29
000201.1889,-2048.,37.000,-16.00,-3.660,-34.37,-17.62,,
000201.2723,,,,,,,1012.17,14.30
000201.3261,-2057.,23.000,-20.00,4.3399,-26.37,-33.62,,
000201.4095,,,,,,,1012.19,14.30
000201.4634,-2050.,21.000,-28.00,-14.66,-40.37,18.375,,
000201.5468,,,,,,,1012.18,14.29
000201.6007,-2049.,32.000,-21.00,4.3399,-18.37,8.3750,,
000201.6869,,,,,,,1012.17,14.30
000201.7380,-2050.,42.000,-22.00,-6.660,-19.37,-28.62,,
000201.8214,,,,,,,1012.18,14.29
000201.8752,-2056.,28.000,-45.00,1.3399,-10.37,-19.62,,
000201.9587,,,,,,,1012.17,14.29
000202.0125,-2055.,36.000,-34.00,-32.66,-27.37,25.375,,
000202.0972,,,,,,,1012.16,14.29
000202.1498,-2049.,44.000,-32.00,5.3399,-37.37,1.3750,,
000202.2360,,,,,,,1012.16,14.29
000202.2871,-2041.,32.000,-34.00,-10.66,19.625,-10.62,,
000202.3705,,,,,,,1012.16,14.30
000202.4243,-2044.,21.000,-36.00,-8.660,3.6250,1.3750,,
000202.5078,,,,,,,1012.16,14.29
000202.5616,-2044.,40.000,-28.00,-12.66,-28.37,4.3750,,
000202.6451,,,,,,,1012.16,14.29
000202.6988,-2045.,41.000,-15.00,-8.660,-57.37,-3.625,,
000202.7851,,,,,,,1012.15,14.30
000202.8362,-2056.,20.000,-12.00,9.3399,-25.37,-2.625,,
000202.9196,,,,,,,1012.16,14.28
000202.9735,-2057.,43.000,-27.00,15.339,12.625,19.375,,
000203.0569,,,,,,,1012.15,14.30
000203.1107,-2050.,35.000,-36.00,-4.660,-8.375,-7.625,,
000203.1942,,,,,,,1012.17,14.30
000203.2480,-2058.,32.000,-44.00,1.3399,-2.375,-3.625,,
000203.3342,,,,,,,1012.14,14.29
000203.3853,-2053.,31.000,-29.00,-7.660,-34.37,32.375,,
000203.4687,,,,,,,1012.17,14.29
000203.5226,-2053.,40.000,-7.000,15.339,3.6250,-19.62,,
000203.6060,,,,,,,1012.20,14.30
000203.6599,-2051.,35.000,-23.00,-9.660,-27.37,-16.62,,
000203.7433,,,,,,,1012.16,14.30
000203.8010,-2053.,23.000,-28.00,29.339,-68.37,-2.625,,
000203.8806,,,,,,,1012.17,14.31
000203.9344,-2038.,39.000,-16.00,8.3399,-38.37,13.375,,
000204.0179,,,,,,,1012.18,14.30
000204.0717,-2050.,46.000,-32.00,-11.66,-16.37,-36.62,,
000204.1552,,,,,,,1012.21,14.30
000204.2090,-2048.,31.000,-22.00,10.339,-4.375,-3.625,,
000204.2924,,,,,,,1012.17,14.29
000204.4265,-2054.,36.000,-37.00,13.339,-50.37,58.375,,
000204.4801,,,,,,,1012.19,14.29
000204.5340,-2051.,41.000,-39.00,8.3399,-44.37,31.375,,
000204.6174,,,,,,,1012.19,14.30
000204.6713,-2052.,36.000,-17.00,-18.66,8.6250,-53.62,,
000204.7547,,,,,,,1012.15,14.30
000204.8085,-2055.,26.000,-25.00,1.3399,8.6250,-26.62,,
000204.8920,,,,,,,1012.18,14.30
000204.9497,-2055.,43.000,-40.00,4.3399,-21.37,1.3750,,
000205.0292,,,,,,,1012.17,14.30
000205.0831,-2052.,37.000,-29.00,-7.660,-49.37,-2.625,,
000205.1665,,,,,,,1012.16,14.29
000205.2204,-2048.,38.000,-14.00,3.3399,-19.37,-36.62,,
000205.3038,,,,,,,1012.16,14.30
000205.3577,-2045.,32.000,-32.00,-8.660,19.625,28.375,,
000205.4438,,,,,,,1012.16,14.30
000205.4949,-2044.,34.000,-31.00,18.339,-2.375,8.3750,,
000205.5784,,,,,,,1012.17,14.30
