Time,rot_x,rot_y,rot_z,a_x,a_y,a_z,hpa,stat
000751.7193,25.000,-1613.,1182.0,6.3399,-17.37,-4.625,,
000751.8027,,,,,,,1012.33,14.34
000751.8726,24.000,-1624.,1189.0,-8.660,-63.37,-30.62,,
000751.9412,,,,,,,1012.30,14.35
000751.9938,23.000,-1619.,1178.0,-23.66,-20.37,-18.62,,
000752.0772,,,,,,,1012.32,14.35
000752.1311,18.000,-1617.,1186.0,-17.66,-36.37,1.3750,,
000752.2145,,,,,,,1012.31,14.35
000752.2684,22.000,-1614.,1183.0,20.339,-37.37,17.375,,
000752.3518,,,,,,,1012.34,14.35
000752.4095,18.000,-1618.,1183.0,-14.66,-56.37,-18.62,,
000752.4891,,,,,,,1012.33,14.34
000752.5429,15.000,-1613.,1193.0,-53.66,-48.37,-9.625,,
000752.6264,,,,,,,1012.32,14.34
000752.6802,16.000,-1616.,1193.0,6.3399,-26.37,-42.62,,
000752.7636,,,,,,,1012.32,14.34
000752.8175,17.000,-1621.,1185.0,4.3399,-3.375,6.3750,,
000752.9037,,,,,,,1012.31,14.34
000752.9548,28.000,-1613.,1180.0,12.339,-8.375,-5.625,,
000753.0382,,,,,,,1012.34,14.35
000753.0920,14.000,-1618.,1180.0,13.339,-35.37,-23.62,,
000753.1755,,,,,,,1012.33,14.35
000753.2293,18.000,-1616.,1190.0,-1.660,-12.37,-12.62,,
000753.3128,,,,,,,1012.35,14.35
000753.3666,19.000,-1618.,1191.0,-7.660,-3.375,21.375,,
000753.4528,,,,,,,1012.32,14.35
000753.5039,21.000,-1612.,1185.0,-25.66,-11.37,-26.62,,
000753.5873,,,,,,,1012.32,14.35
000753.6412,18.000,-1618.,1181.0,3.3399,-29.37,12.375,,
000753.7259,,,,,,,1012.31,14.35
000753.7784,12.000,-1616.,1176.0,28.339,-42.37,6.3750,,
000753.8619,,,,,,,1012.31,14.34
000753.9157,9.0000,-1620.,1191.0,-8.660,-30.37,-9.625,,
000754.0019,,,,,,,1012.31,14.34
000754.0530,21.000,-1618.,1189.0,0.3399,-50.37,15.375,,
000754.1364,,,,,,,1012.31,14.35
000754.1903,17.000,-1610.,1198.0,-4.660,-37.37,12.375,,
000754.2737,,,,,,,1012.33,14.36
000754.3276,18.000,-1606.,1188.0,-7.660,-55.37,18.375,,
000754.4110,,,,,,,1012.32,14.36
000754.4648,26.000,-1619.,1198.0,6.3399,-2.375,-11.62,,
000754.5510,,,,,,,1012.33,14.35
000754.6021,14.000,-1614.,1187.0,-6.660,-56.37,0.3750,,
000754.6856,,,,,,,1012.28,14.34
000754.7394,25.000,-1622.,1181.0,12.339,-49.37,33.375,,
000754.8228,,,,,,,1012.33,14.35
000754.8767,20.000,-1616.,1190.0,-29.66,-26.37,1.3750,,
000754.9601,,,,,,,1012.29,14.34
000755.0140,19.000,-1618.,1178.0,-17.66,-33.37,8.3750,,
000755.1002,,,,,,,1012.29,14.35
000755.1513,14.000,-1615.,1195.0,3.3399,-41.37,5.3750,,
000755.2347,,,,,,,1012.30,14.34
000755.2885,25.000,-1623.,1191.0,6.3399,-49.37,-19.62,,
000755.3720,,,,,,,1012.31,14.35
000755.4258,11.000,-1613.,1183.0,10.339,-22.37,28.375,,
000755.5092,,,,,,,1012.34,14.35
000755.5670,21.000,-1610.,1180.0,10.339,-70.37,5.3750,,
000755.6465,,,,,,,1012.31,14.34
000755.7004,16.000,-1617.,1204.0,8.3399,-37.37,4.3750,,
000755.7838,,,,,,,1012.32,14.36
000755.8376,20.000,-1612.,1189.0,3.3399,0.6250,17.375,,
000755.9211,,,,,,,1012.33,14.34
000755.9749,23.000,-1611.,1180.0,-4.660,-7.375,-14.62,,
000756.0584,,,,,,,1012.32,14.35
000756.1889,23.000,-1615.,1203.0,-33.66,-25.37,34.375,,
000756.2425,,,,,,,1012.33,14.35
000756.2964,13.000,-1624.,1192.0,-0.660,-16.37,-17.62,,
000756.3798,,,,,,,1012.32,14.35
000756.4336,24.000,-1614.,1186.0,15.339,-39.37,14.375,,
000756.5170,,,,,,,1012.31,14.35
000756.5709,25.000,-1627.,1187.0,29.339,-26.37,-0.625,,
000756.6543,,,,,,,1012.29,14.35
000756.7121,31.000,-1640.,1190.0,-5.660,13.625,9.3750,,
000756.7916,,,,,,,1012.33,14.35
000756.8455,23.000,-1615.,1180.0,1.3399,25.625,17.375,,
000756.9289,,,,,,,1012.31,14.34
000756.9828,17.000,-1621.,1186.0,17.339,-32.37,-12.62,,
000757.0662,,,,,,,1012.28,14.34
000757.1200,15.000,-1614.,1189.0,-9.660,-46.37,0.3750,,
000757.2062,,,,,,,1012.30,14.34
000757.2573,21.000,-1615.,1192.0,0.3399,-42.37,-4.625,,
000757.3407,,,,,,,1012.29,14.34
000757.3946,19.000,-1619.,1185.0,-9.660,-16.37,14.375,,
000757.4780,,,,,,,1012.30,14.35
000757.5318,25.000,-1617.,1196.0,-29.66,-17.37,39.375,,
000757.6153,,,,,,,1012.28,14.34
000757.6691,14.000,-1614.,1192.0,-0.660,-59.37,-6.625,,
000757.7554,,,,,,,1012.29,14.33
000757.8065,24.000,-1623.,1196.0,9.3399,-10.37,24.375,,
000757.8899,,,,,,,1012.33,14.34
000757.9437,27.000,-1619.,1187.0,-1.660,-51.37,17.375,,
000758.0272,,,,,,,1012.34,14.35
000758.0810,17.000,-1623.,1183.0,10.339,-50.37,-4.625,,
000758.1644,,,,,,,1012.30,14.34
000758.2183,13.000,-1622.,1191.0,6.3399,-55.37,20.375,,
000758.3045,,,,,,,1012.32,14.35
000758.3556,20.000,-1621.,1197.0,14.339,-27.37,19.375,,
000758.4390,,,,,,,1012.30,14.35
000758.4928,23.000,-1612.,1194.0,-1.660,-29.37,-1.625,,
000758.5775,,,,,,,1012.33,14.35
000758.6301,22.000,-1618.,1190.0,5.3399,-30.37,4.3750,,
000758.7135,,,,,,,1012.30,14.34
000758.7674,20.000,-1616.,1180.0,-36.66,6.6250,-19.62,,
000758.8536,,,,,,,1012.31,14.34
000758.9047,15.000,-1612.,1196.0,-23.66,-24.37,-0.625,,
000758.9881,,,,,,,1012.31,14.35
000759.0419,19.000,-1617.,1202.0,10.339,-14.37,3.3750,,
000759.1254,,,,,,,1012.31,14.35
000759.1792,25.000,-1615.,1184.0,5.3399,-33.37,22.375,,
000759.2627,,,,,,,1012.29,14.34
000759.3165,16.000,-1606.,1194.0,5.3399,-18.37,12.375,,
000759.4027,,,,,,,1012.32,14.35
000759.4538,22.000,-1615.,1191.0,6.3399,-32.37,-15.62,,
000759.5372,,,,,,,1012.30,14.33
000759.5911,22.000,-1622.,1183.0,11.339,-29.37,3.3750,,
000759.6745,,,,,,,1012.30,14.36
000759.7283,18.000,-1615.,1188.0,-9.660,-12.37,6.3750,,
000759.8118,,,,,,,1012.31,14.35
000759.8656,16.000,-1614.,1187.0,13.339,-22.37,-13.62,,
000759.9518,,,,,,,1012.29,14.35
000800.0108,23.000,-1617.,1187.0,23.339,-12.37,-13.62,,
000800.0865,,,,,,,1012.31,14.34
000800.1402,20.000,-1610.,1188.0,5.3399,-36.37,-15.62,,
000800.2236,,,,,,,1012.31,14.34
000800.2775,24.000,-1622.,1190.0,11.339,-45.37,-28.62,,
000800.3609,,,,,,,1012.29,14.34
000800.4309,14.000,-1616.,1188.0,-0.660,-7.375,20.375,,
000800.4982,,,,,,,1012.33,14.34
000800.5520,26.000,-1615.,1179.0,5.3399,-44.37,18.375,,
000800.6355,,,,,,,1012.29,14.33
000800.6893,14.000,-1623.,1191.0,-0.660,-17.37,-2.625,,
000800.7727,,,,,,,1012.31,14.35
000800.8266,23.000,-1612.,1191.0,-8.660,-38.37,-6.625,,
000800.9100,,,,,,,1012.32,14.35
000801.0309,19.000,-1615.,1194.0,-20.66,14.625,8.3750,,
000801.0844,,,,,,,1012.31,14.34
000801.1383,21.000,-1621.,1186.0,-5.660,16.625,-3.625,,
000801.2217,,,,,,,1012.29,14.35
000801.2756,21.000,-1614.,1188.0,14.339,4.6250,11.375,,
000801.3590,,,,,,,1012.33,14.35
000801.4128,28.000,-1617.,1186.0,-18.66,-3.375,16.375,,
000801.4990,,,,,,,1012.32,14.35
000801.5502,11.000,-1615.,1195.0,22.339,-37.37,-8.625,,
000801.6336,,,,,,,1012.28,14.34
000801.6874,18.000,-1619.,1178.0,33.339,-41.37,-1.625,,
000801.7708,,,,,,,1012.28,14.34
000801.8247,20.000,-1622.,1181.0,-12.66,-68.37,-24.62,,
000801.9081,,,,,,,1012.30,14.34
000801.9620,15.000,-1613.,1193.0,-8.660,-57.37,0.3750,,
000802.0482,,,,,,,1012.31,14.34
000802.0993,23.000,-1621.,1191.0,-1.660,-22.37,29.375,,
000802.1827,,,,,,,1012.29,14.33
000802.2365,22.000,-1613.,1189.0,-17.66,-18.37,7.3750,,
000802.3200,,,,,,,1012.32,14.35
000802.3738,20.000,-1623.,1178.0,-27.66,-23.37,13.375,,
000802.4572,,,,,,,1012.31,14.35
000802.5111,17.000,-1618.,1185.0,32.339,-43.37,-1.625,,
000802.5973,,,,,,,1012.30,14.34
000802.6484,22.000,-1617.,1187.0,15.339,-41.37,32.375,,
000802.7318,,,,,,,1012.29,14.34
000802.7856,16.000,-1618.,1183.0,-3.660,6.6250,29.375,,
000802.8691,,,,,,,1012.31,14.35
000802.9229,18.000,-1612.,1186.0,-11.66,-31.37,2.3750,,
000803.0064,,,,,,,1012.31,14.34
000803.0602,24.000,-1618.,1176.0,12.339,-11.37,13.375,,
000803.1464,,,,,,,1012.36,14.35
000803.1975,17.000,-1620.,1183.0,-2.660,-56.37,-3.625,,
000803.2809,,,,,,,1012.32,14.34
000803.3348,24.000,-1609.,1195.0,9.3399,-14.37,-12.62,,
000803.4195,,,,,,,1012.33,14.35
000803.4720,14.000,-1617.,1180.0,14.339,-8.375,0.3750,,
000803.5555,,,,,,,1012.33,14.35
000803.6093,19.000,-1618.,1193.0,13.339,-42.37,-17.62,,
000803.6955,,,,,,,1012.32,14.34
000803.7466,17.000,-1611.,1188.0,14.339,-1.375,15.375,,
000803.8300,,,,,,,1012.33,14.34
000803.8839,15.000,-1618.,1189.0,15.339,-36.37,20.375,,
000803.9673,,,,,,,1012.30,14.34
000804.0212,25.000,-1621.,1184.0,-2.660,-43.37,13.375,,
000804.1046,,,,,,,1012.31,14.34
000804.1584,17.000,-1617.,1177.0,-15.66,-25.37,12.375,,
000804.2446,,,,,,,1012.31,14.33
000804.2957,16.000,-1614.,1189.0,16.339,-1.375,-11.62,,
000804.3792,,,,,,,1012.31,14.34
000804.4330,23.000,-1616.,1188.0,3.3399,-43.37,-7.625,,
000804.5164,,,,,,,1012.35,14.35
000804.5703,18.000,-1608.,1185.0,-13.66,-31.37,-10.62,,
000804.6537,,,,,,,1012.29,14.34
000804.7236,18.000,-1620.,1197.0,-17.66,-31.37,-24.62,,
000804.7910,,,,,,,1012.31,14.34
000804.8448,17.000,-1625.,1182.0,-10.66,0.6250,-13.62,,
000804.9283,,,,,,,1012.32,14.35
000804.9821,22.000,-1613.,1187.0,24.339,-40.37,-10.62,,
000805.0655,,,,,,,1012.31,14.34
000805.1194,25.000,-1619.,1190.0,5.3399,-9.375,19.375,,
000805.2028,,,,,,,1012.33,14.35
000805.2606,13.000,-1611.,1180.0,-24.66,-11.37,-9.625,,
000805.3401,,,,,,,1012.31,14.34
000805.3939,22.000,-1616.,1190.0,-1.660,-29.37,-8.625,,
000805.4774,,,,,,,1012.33,14.35
000805.5312,21.000,-1612.,1186.0,-14.66,-16.37,6.3750,,
000805.6147,,,,,,,1012.34,14.35
000805.6685,18.000,-1620.,1186.0,-16.66,-6.375,-24.62,,
000805.7520,,,,,,,1012.33,14.34
000805.8730,22.000,-1615.,1189.0,19.339,-14.37,-11.62,,
000805.9266,,,,,,,1012.36,14.35
000805.9805,26.000,-1615.,1185.0,-2.660,1.6250,0.3750,,
000806.0639,,,,,,,1012.33,14.34
000806.1177,18.000,-1621.,1186.0,29.339,-27.37,-9.625,,
000806.2012,,,,,,,1012.34,14.34
000806.2550,20.000,-1619.,1179.0,-28.66,-61.37,-33.62,,
000806.3412,,,,,,,1012.29,14.34
000806.3923,22.000,-1617.,1189.0,-17.66,-27.37,-10.62,,
000806.4758,,,,,,,1012.30,14.34
000806.5296,19.000,-1617.,1188.0,12.339,-5.375,-28.62,,
000806.6130,,,,,,,1012.34,14.35
000806.6669,19.000,-1616.,1196.0,-19.66,-18.37,33.375,,
000806.7503,,,,,,,1012.33,14.34
000806.8042,18.000,-1609.,1187.0,-3.660,-48.37,-9.625,,
000806.8904,,,,,,,1012.29,14.34
000806.9415,16.000,-1612.,1189.0,-5.660,-26.37,1.3750,,
000807.0249,,,,,,,1012.33,14.35
000807.0787,18.000,-1618.,1196.0,-23.66,-50.37,-6.625,,
000807.1622,,,,,,,1012.35,14.34
000807.2160,20.000,-1614.,1181.0,29.339,-20.37,-4.625,,
000807.2994,,,,,,,1012.35,14.34
000807.3533,22.000,-1619.,1182.0,0.3399,-29.37,9.3750,,
000807.4395,,,,,,,1012.36,14.35
000807.4906,21.000,-1615.,1183.0,7.3399,-31.37,-11.62,,
000807.5740,,,,,,,1012.35,14.34
000807.6278,18.000,-1625.,1195.0,-10.66,-35.37,-31.62,,
000807.7113,,,,,,,1012.32,14.33
000807.7651,13.000,-1613.,1176.0,14.339,-8.375,7.3750,,
000807.8485,,,,,,,1012.35,14.35
000807.9024,19.000,-1614.,1178.0,11.339,-24.37,-23.62,,
000807.9886,,,,,,,1012.33,14.35
000808.0397,13.000,-1612.,1193.0,-8.660,-43.37,-2.625,,
000808.1231,,,,,,,1012.34,14.35
000808.1770,21.000,-1619.,1190.0,-6.660,-59.37,31.375,,
000808.2617,,,,,,,1012.35,14.34
000808.3142,19.000,-1619.,1184.0,-13.66,-48.37,14.375,,
000808.3977,,,,,,,1012.32,14.34
000808.4515,22.000,-1616.,1184.0,4.3399,-32.37,14.375,,
000808.5377,,,,,,,1012.33,14.34
000808.5950,22.000,-1609.,1177.0,2.3399,-28.37,10.375,,
000808.6723,,,,,,,1012.33,14.34
000808.7261,18.000,-1607.,1186.0,8.3399,-31.37,-30.62,,
000808.8095,,,,,,,1012.32,14.34
000808.8634,19.000,-1614.,1179.0,-24.66,-14.37,-40.62,,
000808.9468,,,,,,,1012.30,14.35
000809.0167,17.000,-1617.,1187.0,-6.660,-32.37,-6.625,,
000809.0841,,,,,,,1012.31,14.34
000809.1379,19.000,-1617.,1190.0,-2.660,-23.37,-21.62,,
000809.2214,,,,,,,1012.32,14.34
000809.2752,21.000,-1625.,1187.0,-1.660,-24.37,-31.62,,
000809.3586,,,,,,,1012.33,14.35
000809.4124,11.000,-1613.,1190.0,-2.660,-32.37,27.375,,
000809.4959,,,,,,,1012.32,14.35
000809.5537,13.000,-1623.,1197.0,-18.66,-63.37,-7.625,,
000809.6332,,,,,,,1012.35,14.35
000809.6870,23.000,-1619.,1180.0,-10.66,-29.37,10.375,,
000809.7705,,,,,,,1012.34,14.34
000809.8243,14.000,-1617.,1195.0,2.3399,-40.37,9.3750,,
000809.9077,,,,,,,1012.30,14.34
000809.9616,23.000,-1619.,1185.0,-11.66,-16.37,-5.625,,
000810.0450,,,,,,,1012.33,14.34
000810.1028,25.000,-1616.,1191.0,-29.66,-33.37,-8.625,,
000810.1823,,,,,,,1012.33,14.33
000810.2362,24.000,-1612.,1192.0,-9.660,-14.37,7.3750,,
000810.3196,,,,,,,1012.32,14.34
000810.3734,19.000,-1626.,1178.0,3.3399,-23.37,8.3750,,
000810.4569,,,,,,,1012.33,14.35
000810.5107,23.000,-1620.,1181.0,2.3399,-11.37,-22.62,,
000810.5969,,,,,,,1012.31,14.35
000810.6702,24.000,-1613.,1186.0,-3.660,-13.37,-31.62,,
000810.7314,,,,,,,1012.34,14.35
000810.7853,20.000,-1615.,1188.0,23.339,-49.37,18.375,,
000810.8687,,,,,,,1012.35,14.35
000810.9226,21.000,-1623.,1182.0,9.3399,-40.37,1.3750,,
000811.0060,,,,,,,1012.31,14.35
000811.0598,18.000,-1619.,1186.0,-2.660,-26.37,-14.62,,
000811.1460,,,,,,,1012.31,14.34
000811.1971,17.000,-1614.,1189.0,15.339,-18.37,-16.62,,
000811.2806,,,,,,,1012.33,14.35
000811.3344,24.000,-1615.,1181.0,9.3399,-27.37,-8.625,,
000811.4178,,,,,,,1012.32,14.34
000811.4716,10.000,-1618.,1191.0,-12.66,-1.375,-3.625,,
000811.5551,,,,,,,1012.32,14.34
000811.6089,13.000,-1621.,1193.0,-19.66,-39.37,-9.625,,
000811.6952,,,,,,,1012.32,14.34
000811.7463,22.000,-1627.,1197.0,-7.660,-29.37,24.375,,
000811.8297,,,,,,,1012.29,14.35
000811.8835,22.000,-1614.,1188.0,16.339,-28.37,2.3750,,
000811.9669,,,,,,,1012.32,14.34
000812.0208,19.000,-1610.,1179.0,-0.660,-22.37,-31.62,,
000812.1042,,,,,,,1012.31,14.35
000812.1581,14.000,-1618.,1188.0,-5.660,-37.37,0.3750,,
000812.2443,,,,,,,1012.30,14.35
000812.2954,19.000,-1613.,1179.0,-5.660,-30.37,-25.62,,
000812.3788,,,,,,,1012.31,14.34
000812.4326,21.000,-1606.,1184.0,5.3399,-13.37,-30.62,,
000812.5161,,,,,,,1012.32,14.35
000812.5699,24.000,-1617.,1186.0,-15.66,-17.37,5.3750,,
000812.6533,,,,,,,1012.30,14.34
000812.7072,25.000,-1619.,1190.0,-16.66,-25.37,-20.62,,
000812.7934,,,,,,,1012.32,14.34
000812.8445,18.000,-1622.,1182.0,-0.660,-1.375,7.3750,,
000812.9279,,,,,,,1012.33,14.34
000812.9817,-4.000,-1607.,1183.0,2.3399,-17.37,-16.62,,
000813.0664,,,,,,,1012.33,14.35
000813.1190,17.000,-1618.,1189.0,4.3399,-28.37,13.375,,
000813.2024,,,,,,,1012.33,14.34
000813.2724,21.000,-1613.,1187.0,4.3399,-27.37,-10.62,,
000813.3397,,,,,,,1012.32,14.34
000813.3936,22.000,-1618.,1199.0,12.339,-20.37,5.3750,,
000813.4770,,,,,,,1012.34,14.34
000813.5308,13.000,-1614.,1184.0,-28.66,1.6250,1.3750,,
000813.6143,,,,,,,1012.29,14.33
000813.6681,22.000,-1613.,1185.0,19.339,-2.375,19.375,,
000813.7516,,,,,,,1012.32,14.33
000813.8093,19.000,-1614.,1180.0,16.339,-27.37,3.3750,,
000813.8889,,,,,,,1012.31,14.35
000813.9427,19.000,-1617.,1178.0,-2.660,-38.37,-26.62,,
000814.0262,,,,,,,1012.32,14.34
000814.0800,19.000,-1621.,1185.0,-8.660,-40.37,-3.625,,
000814.1634,,,,,,,1012.34,14.34
000814.2173,20.000,-1611.,1191.0,12.339,-42.37,17.375,,
000814.3007,,,,,,,1012.33,14.34
000814.3584,15.000,-1618.,1182.0,-19.66,-13.37,-1.625,,
000814.4380,,,,,,,1012.30,14.33
000814.4918,21.000,-1615.,1174.0,-18.66,-36.37,-41.62,,
000814.5753,,,,,,,1012.32,14.34
000814.6291,15.000,-1618.,1185.0,-29.66,-52.37,-6.625,,
000814.7125,,,,,,,1012.31,14.33
000814.7664,18.000,-1615.,1191.0,36.339,-29.37,2.3750,,
000814.8526,,,,,,,1012.35,14.35
000814.9037,21.000,-1614.,1187.0,-30.66,-15.37,20.375,,
000814.9871,,,,,,,1012.34,14.35
000815.0409,22.000,-1601.,1184.0,-4.660,-39.37,-4.625,,
000815.1244,,,,,,,1012.31,14.34
000815.1782,21.000,-1618.,1186.0,-15.66,-7.375,-10.62,,
000815.2617,,,,,,,1012.28,14.33
000815.3155,24.000,-1617.,1193.0,-2.660,-12.37,-13.62,,
000815.4017,,,,,,,1012.33,14.35
000815.4736,20.000,-1615.,1187.0,6.3399,-2.375,14.375,,
000815.5362,,,,,,,1012.32,14.33
000815.5901,23.000,-1607.,1182.0,-0.660,-45.37,2.3750,,
000815.6735,,,,,,,1012.31,14.33
000815.7273,22.000,-1614.,1180.0,-19.66,-17.37,21.375,,
000815.8108,,,,,,,1012.33,14.35
000815.8646,15.000,-1620.,1184.0,-14.66,-48.37,-17.62,,
000815.9508,,,,,,,1012.31,14.34
000816.0019,14.000,-1623.,1192.0,-43.66,-17.37,32.375,,
000816.0854,,,,,,,1012.32,14.34
000816.1392,11.000,-1610.,1180.0,-5.660,-35.37,14.375,,
000816.2226,,,,,,,1012.30,14.34
000816.2765,20.000,-1618.,1190.0,3.3399,-6.375,-10.62,,
000816.3599,,,,,,,1012.31,14.33
000816.4137,26.000,-1616.,1200.0,-5.660,-45.37,14.375,,
000816.5000,,,,,,,1012.31,14.34
000816.5511,13.000,-1607.,1186.0,6.3399,5.6250,-12.62,,
000816.6345,,,,,,,1012.34,14.35
000816.6883,21.000,-1621.,1192.0,0.3399,-34.37,-36.62,,
000816.7717,,,,,,,1012.33,14.34
000816.8256,15.000,-1622.,1191.0,-6.660,-23.37,19.375,,
000816.9090,,,,,,,1012.30,14.34
000816.9629,19.000,-1625.,1194.0,14.339,-5.375,7.3750,,
000817.0491,,,,,,,1012.30,14.34
000817.1081,23.000,-1618.,1195.0,-2.660,-3.375,13.375,,
000817.1837,,,,,,,1012.31,14.34
000817.2375,25.000,-1616.,1180.0,6.3399,-30.37,9.3750,,
000817.3209,,,,,,,1012.32,14.34
000817.3747,18.000,-1609.,1173.0,-5.660,4.6250,-0.625,,
000817.4581,,,,,,,1012.31,14.34
000817.5120,22.000,-1611.,1189.0,1.3399,-24.37,-20.62,,
000817.6098,,,,,,,1012.31,14.34
000817.6494,18.000,-1618.,1183.0,-4.660,-25.37,-6.625,,
000817.7340,,,,,,,1012.30,14.33
000817.7865,21.000,-1619.,1186.0,8.3399,-47.37,-13.62,,
000817.8700,,,,,,,1012.32,14.34
000817.9238,23.000,-1612.,1184.0,-8.660,-47.37,16.375,,
000818.0073,,,,,,,1012.35,14.34
000818.0650,33.000,-1679.,1185.0,7.3399,-20.37,-9.625,,
000818.1445,,,,,,,1012.31,14.34
000818.1984,11.000,-1617.,1182.0,3.3399,-33.37,7.3750,,
000818.2818,,,,,,,1012.29,14.34
000818.3357,25.000,-1627.,1189.0,20.339,-24.37,34.375,,
000818.4191,,,,,,,1012.31,14.33
000818.4729,19.000,-1610.,1199.0,-6.660,-37.37,24.375,,
000818.5564,,,,,,,1012.30,14.34
000818.6141,21.000,-1612.,1190.0,23.339,-23.37,-42.62,,
000818.6937,,,,,,,1012.34,14.35
000818.7475,18.000,-1610.,1185.0,-2.660,-53.37,2.3750,,
000818.8309,,,,,,,1012.33,14.34
000818.8848,18.000,-1617.,1186.0,-14.66,-24.37,10.375,,
000818.9682,,,,,,,1012.32,14.34
000819.0221,19.000,-1619.,1191.0,0.3399,-27.37,-14.62,,
000819.1082,,,,,,,1012.33,14.34
000819.1594,21.000,-1618.,1187.0,12.339,-32.37,33.375,,
000819.2428,,,,,,,1012.30,14.34
000819.2966,13.000,-1608.,1182.0,5.3399,-21.37,12.375,,
000819.3801,,,,,,,1012.33,14.34
000819.4339,22.000,-1612.,1190.0,-28.66,-17.37,-17.62,,
000819.5173,,,,,,,1012.31,14.35
000819.5712,23.000,-1614.,1181.0,-28.66,-15.37,-5.625,,
000819.6574,,,,,,,1012.33,14.35
000819.7085,21.000,-1622.,1187.0,-2.660,-1.375,-7.625,,
000819.7919,,,,,,,1012.32,14.35
000819.8457,15.000,-1614.,1185.0,-3.660,-17.37,-0.625,,
000819.9292,,,,,,,1012.32,14.34
000819.9830,19.000,-1613.,1190.0,-35.66,-18.37,-1.625,,
000820.0665,,,,,,,1012.32,14.34
000820.1202,14.000,-1617.,1185.0,-8.660,-6.375,-4.625,,
000820.2078,,,,,,,1012.28,14.34
000820.2576,17.000,-1616.,1185.0,-14.66,-11.37,-11.62,,
000820.3410,,,,,,,1012.29,14.34
000820.3948,24.000,-1608.,1167.0,-7.660,-17.37,-8.625,,
000820.4783,,,,,,,1012.29,14.34
000820.5321,21.000,-1610.,1188.0,-2.660,-0.375,31.375,,
000820.6156,,,,,,,1012.27,14.34
000820.6694,14.000,-1611.,1174.0,-9.660,-37.37,-5.625,,
000820.7556,,,,,,,1012.30,14.34
000820.8067,20.000,-1617.,1180.0,-16.66,-5.375,4.3750,,
000820.8901,,,,,,,1012.32,14.34
000820.9440,19.000,-1614.,1185.0,-6.660,-26.37,2.3750,,
000821.0274,,,,,,,1012.34,14.34
000821.0813,17.000,-1620.,1193.0,-6.660,-2.375,2.3750,,
000821.1647,,,,,,,1012.31,14.34
000821.2185,17.000,-1610.,1175.0,-11.66,-50.37,1.3750,,
000821.3047,,,,,,,1012.30,14.34
000821.3558,24.000,-1615.,1179.0,-6.660,-12.37,-2.625,,
000821.4393,,,,,,,1012.31,14.34
000821.4931,24.000,-1617.,1185.0,-16.66,-42.37,0.3750,,
000821.5765,,,,,,,1012.29,14.34
000821.6304,15.000,-1616.,1189.0,-13.66,-12.37,-13.62,,
000821.7138,,,,,,,1012.29,14.35
000821.7676,15.000,-1616.,1195.0,-20.66,-35.37,18.375,,
000821.8654,,,,,,,1012.32,14.34
000821.9052,19.000,-1615.,1182.0,-25.66,-14.37,-10.62,,
000821.9884,,,,,,,1012.31,14.34
000822.0422,15.000,-1616.,1191.0,0.3399,-38.37,-12.62,,
000822.1257,,,,,,,1012.30,14.34
000822.1795,18.000,-1610.,1196.0,19.339,-24.37,2.3750,,
000822.2629,,,,,,,1012.28,14.34
000822.3207,23.000,-1614.,1177.0,-11.66,-45.37,54.375,,
000822.4002,,,,,,,1012.31,14.34
000822.4540,22.000,-1622.,1198.0,-10.66,-43.37,-14.62,,
000822.5388,,,,,,,1012.30,14.35
000822.5913,22.000,-1612.,1173.0,-10.66,-5.375,-1.625,,
000822.6748,,,,,,,1012.29,14.34
000822.7286,20.000,-1618.,1188.0,6.3399,-22.37,1.3750,,
000822.8121,,,,,,,1012.32,14.34
000822.8698,16.000,-1609.,1190.0,1.3399,-21.37,-15.62,,
000822.9493,,,,,,,1012.34,14.34
000823.0032,21.000,-1613.,1181.0,11.339,-41.37,3.3750,,
000823.0866,,,,,,,1012.32,14.34
000823.1405,23.000,-1623.,1190.0,-15.66,-8.375,-2.625,,
000823.2239,,,,,,,1012.33,14.34
000823.2777,22.000,-1616.,1186.0,-25.66,-17.37,35.375,,
000823.3612,,,,,,,1012.31,14.34
000823.4189,29.000,-1647.,1196.0,-1.660,-21.37,-0.625,,
000823.4985,,,,,,,1012.30,14.34
000823.5523,23.000,-1620.,1179.0,-6.660,-30.37,-3.625,,
000823.6357,,,,,,,1012.33,14.34
000823.6896,27.000,-1619.,1203.0,5.3399,-9.375,16.375,,
000823.7730,,,,,,,1012.33,14.34
000823.8268,15.000,-1621.,1189.0,-11.66,-20.37,19.375,,
000823.9131,,,,,,,1012.32,14.35
000823.9642,22.000,-1619.,1189.0,8.3399,-30.37,-3.625,,
000824.0476,,,,,,,1012.33,14.33
000824.1014,16.000,-1613.,1189.0,-10.66,-47.37,18.375,,
000824.1849,,,,,,,1012.32,14.34
000824.2387,25.000,-1619.,1187.0,17.339,-15.37,4.3750,,
000824.3221,,,,,,,1012.30,14.33
000824.3760,20.000,-1620.,1201.0,0.3399,2.6250,-1.625,,
000824.4622,,,,,,,1012.30,14.34
000824.5133,21.000,-1621.,1189.0,10.339,-26.37,13.375,,
000824.5967,,,,,,,1012.31,14.34
000824.6505,17.000,-1616.,1181.0,-40.66,-13.37,25.375,,
000824.7340,,,,,,,1012.34,14.34
000824.7878,17.000,-1617.,1192.0,-9.660,-16.37,19.375,,
000824.8713,,,,,,,1012.34,14.34
000824.9251,16.000,-1604.,1189.0,-1.660,-1.375,9.3750,,
000825.0126,,,,,,,1012.33,14.34
000825.0624,8.0000,-1619.,1180.0,5.3399,-7.375,-2.625,,
